NAMES OF REVIEWERS,REVIEWS,DATE OF REVIEWS
"Kelly of Allentown, PA","With her age, my mother wanted security so she researched for a medical alert device and went with Medical Guardian. She has the one that looks like a watch and the one that looks like a pendant and we haven't had any issues.","Original review: Sept. 27, 2016"
"Keith of Clanton, AL","So far, Medical Guardian has been real good. They’ve been pretty responsive with everything, from the ordering experience to how fast that we were on to be sure everything’s working right. My mother is pleased with the medical alert device. She’s approaching 80 years old and was starting to have some falls. She still lives at home by herself and, fortunately, she hasn’t been injured yet. But we figured she needed to have some way to get some help if she were to need it.","Original review: Sept. 26, 2016"
"Jerry of Dewey, OK","After receiving only one device and being mislead that I would receive one for each of my parents, I call and was informed each parent’s device would be a separate cost. I returned the device. They received it back after the 10 day return policy. The device was NEVER used, put on or even activated. They charged me $179.85 which was the 3 month charges if not return within 10. When I call the dispute charge they would not even work with me or reissue the returned device that I paid 3 months of service. This company is a rip off. I just want all new customers beware. This might be a good product but very bad customer service and will not work with you to resolve any issue. FYI, LifeAlert much better and Great customer relations. Beware...","Original review: Sept. 24, 2016"
"Samuel of Charlottesville, VA","When you go on web site there is a 41 second video of a woman who fell in her yard and she is talking to the Medical Guardian person. She was telling them that she didn't need medical help, just a family member to help her get up. She is laying in the yard talking to specialist. This video is not true. I have the same set that she has and was told that if you are in the yard they will call your home phone and if you don't answer they will call 911. If you are laying in the yard and can't get up, how can you answer the phone. I was even told that if you are in another room away from the base unit they will follow same procedure.","Original review: Feb. 2, 2016"
"Daniel of Madison, WI","All aspects of my purchase for my senior mother's security system were handled very well except for one. The owner's instruction manual is awful. And incomplete. I write and edit technical material for a living and if anyone on my team submitted such a manual, I would fire them. The instructions are wholly incomplete. There is no reference to how to connect a telephone cable -- an essential step. Nor is there any reference to the on/off switch on the back of the device -- another item of essential information. When I compare the manual to the actual device, it's as if the writer/editor of the manual had never actually connected a device. The manual is pathetically useless. I hope your service is much better than the manual. Also, when we tested the service the response was very slow... worrisome, really. You may be sure that I will convey this same information to Consumer Reports and my contacts at AARP and The New York Times.","Original review: Jan. 4, 2016"
"Amy of San Jose, CA",Too many false alarms - cancelled within 2 days of purchasing. Still do not see refund of $125 and it has been since Nov 1st and it is now Dec 23.,"Original review: Dec. 23, 2015"
"Richard of Utica, NY",I cancelled service in October as my mother was put in assisted living apartment temporarily. I sent the equipment back immediately and was told I would be refunded the three months left. I paid the year in advance. They took 3 months and 5 phone calls to get refunded one month's service. They deducted one payment when I paid for the year and they deducted that plus another payment. What a rip-off.,"Original review: Dec. 20, 2015"
"Bruce of Park Ridge, NJ","In August, I subscribed to this service with their Premium Guardian device with fall detection. I prepaid for one year's service. After receiving the device, I immediately discovered there were many times the device would not get a cellular connection, so, it would not work, even in my house. They claim they use AT&T for their cellular connections, yet, both my girlfriend and I use AT&T for our cell phones and they work fine in our house, and, the signal reads as very strong. ","Original review: Sept. 14, 2015"
"Daniel of Pittsburgh, PA","Had to pay for returning equipment, never used after they promised this would not happen. Mobile help never charges for returning anything. They send you a return label by mail or email. Not happy the way they treated my friend.","Original review: June 26, 2015"
"donna of Monticello, GA","We had purchased the Medical Guardian protection for my mother (71) who tends to fall. On April 11th we were at her house visiting and she took a bad fall. She was wearing her Medical Guardian device and it never went off. She was taken by ambulance to the hospital where she had bleeding on the brain and a broken shoulder and a fractured elbow. After extensive medical care, she is now in hospice and is expected to pass any day. We specifically held out to get this device for her because of the motion detection. Again, the device never went off to alert for medical help. If we had not been there she probably would have bled out. I know it is not the device's fault for the extensive injuries but what if we had not been there? I never thought that an independent woman like my mother would end up in passing away from a fall. What a tragedy.","Original review: May 20, 2015"
"Lynn of Green Valley, AZ","I recently installed a Classic Guardian system for my parents. They have not yet experienced a medical emergency so I cannot comment on how the system will perform in that situation; rather, this review is based on my experience with installing and testing the system. ","Original review: April 17, 2015"
"matt of Placerville, CA","I ordered the basic unit for my mother. It touts its range. I come to learn that that if you push the button, my mom must drag herself back to the base station to speak to the operator. If she has to do that, why not just use the phone. There are much cheaper units out there that truly work everywhere. So I return the unit to the address given in the box it was mailed in, somewhere in Delaware. ","Original review: March 13, 2015"
"Cheryl of Roanake, VA","I like the Medical Guardian. If something happens to me, I can just push that button. It's easy to use but I haven't talked to nobody yet. It was just to set it up and activate it when I got it.","Original review: Feb. 6, 2015"
"Walter of Baltimore, MD","Medical Guardian was a little slow on the delivery and the instructions on setting it up were less than explicit. I went to a competitor’s website and they had a video showing you how to set it up and that was very helpful. The instructions that came with the Medical Guardian were almost nil, so we were all disappointed in that.","Original review: Feb. 5, 2015"
"Ray of Des Moines, IA","The customer reps of Medical Guardian have been so polite and so helpful, especially the one that talked me through activating my necklace button with my charger. It was much, much simpler than it could have been, simply because she was so helpful and instructive. I've had a medical alert before and had to go in the hospital for surgery and stay for rehab. While that was going on, the state canceled the device that they were paying for. I know how important it is because several times, I've fallen and couldn't get up off the floor -- I actually called for help with that device. ","Original review: Feb. 4, 2015"
"Randy of Sacramento, CA","I like the Medical Guardian. My mother had a false alarm yesterday and I actually got to see how it worked and it seems pretty good. The medallion is comfortable for her. I don't know if she would know how to reset it, even though there's this little button that says reset. But I was able to reset it yesterday. They actually called on the device itself and could hear very clearly, so that was good. ","Original review: Feb. 3, 2015"
"Ruth of Lynbrook, NY","My children decided that I needed to get a medical alert device. I haven't used it but I wear it and do what I have to do. I'm alone and they want me to have it in case I fall. I wear it around my neck and when I go out, I take the carry thing with me. It's there in case I need it. It's comfortable and easy to use.  So far so good. I don't have any problem at all. I'm going along with what they told me to do. Once a month I have to have a check so we decided that the first of the month, I would try all the buttons and tell them that I'm testing. ","Original review: Feb. 3, 2015"
"Catherine of Atlantic City, NJ",I've had Medical Guardian a couple of weeks. I have my bracelet and wear it everyday. My children and doctor thought it might be a good idea since I'm 86 years old and alone. At first I had the one around the neck and I found that to be very sensitive. I barely touched it and it went off. So that’s why I got the wrist one. But I understand also they have another wrist one that is thinner. I don’t know whether I’m going to be happy with the bracelet because it is rather thick. But I’ll wait and see. Perhaps I’ll just get used to it. I’m sure it’ll be fine.The people at Medical Guardian were nice and kind. ,"Original review: Feb. 2, 2015"
"Eileen of Binghamton, NY","We got a medical alert device with Medical Guardian for my mother-in-law because she falls a lot. She had a different one before where she was living but when she moved down with us, we couldn’t take that one because it was through a hospital. This has made a great deal of difference because with the medical device, we can leave the house. Before, we didn’t want to leave because we weren’t sure if she fell, how long she’d be laying there before one of us come back and go for her, so it’s been not just for her but for us too. When my husband had to get it initially activated, they were very helpful and the one time that it went off, they called and the machine did whatever it’s supposed to do. She doesn’t seem to have any problems with it. So far, we are satisfied, excellent service and no complaints.","Original review: Feb. 1, 2015"
"Doris of Omaha, NE","My children decided that I needed a medical alert device for their peace of mind. I just had Medical Guardian for a week and I'm not too familiar with it. I use the necklace and the button is very sensitive. I'm a very active person and I've set it off twice, which I didn't realize. I need more time to become acquainted with it, but it's been real nice.","Original review: Feb. 1, 2015"
"Kristin of Saint Paul, MN","The people at Medical Guardian has been good. My mother finds the medical alert device definitely comfortable. She has dementia and Alzheimer’s so we’re working with her to make sure she keeps it on and continued repetitive reminder on how to use it if she needs help. There are times in the evening when she’s home alone. She has a two-storey house and moving the mobile device from the first floor to the second floor at night has caused some confusion, but we're working through that. It’s a good device.","Original review: Jan. 31, 2015"
"Ora Mae of Austin, TX",Medical Guardian has been nice. I don't have any regrets on ordering it and no problem interacting with Medical Guardian. It was a great idea. I haven't had to use it but it's handy. I have the medical alert button on my wrist. It's easy to use. I thought I better get a medical alert device because I've been home a lot of times by myself. Now I worry less and feel more secured. ,"Original review: Jan. 29, 2015"
"Katia of Melbourne, FL","I am paying for the medical alert device from Medical Guardian for my mother. It was a gift from me to her because she is elderly. She finds it easy to use and keeps it on her at all times. And from that perspective, she does feel a little bit more secure because she knows if we're not home, she could get help. We have fewer worries, but her day-to-day life has not changed. The people at Medical Guardian have been, so far, very good. They've been efficient, respectful of my time and responsive to my siblings when they've had to contact them versus I.","Original review: Jan. 28, 2015"
"Patty of Lansing, MI","I needed a medical alert device because I live alone and I have times that I fall and need to get a hold of somebody. My brother set my machine up for me and I thought we've had. But we've been very happy and very satisfied with the way they talked to us. When I go someplace, I bring my other machine in and then I feel much safer. ","Original review: Jan. 27, 2015"
"P. of Tn, TN","My dad is unsteady on his feet and once he falls, he can't get up on his own so he needed a medical alert device. Since having Medical Guardian he always felt that he can go anywhere he needs to. He has always been independent and he still is. He just doesn't want to fall. However, he doesn't like the alert button hanging around his neck on the outside of his shirt. We haven't had to use it yet but everybody at Medical Guardian seems nice. ","Original review: Jan. 26, 2015"
"James of Albany, NY","My mother is 86 years old and my father just passed away so she's living on her own. We need to have close contact so we got her a Medical Guardian. In the beginning there's a little apprehension because now you've got to wear either the watch or the necklace, and that changed the routine a little bit. But she's fine. She puts her car keys by the GPS, so she takes them when she goes out and now it's in a routine.","Original review: Jan. 25, 2015"
"Shelby of Greensboro, NC","I'm up in age and my husband passed away in 2013 and my daughter last month. I'm by myself so thought it would be better to get the Medical Guardian because I have fallen so I just don't want to do it here by myself. So my older kids got me one. I'm not used to it yet but I like it. I'm just always aware of it and afraid I'm going to touch it or make it go off. If I bend over and have it around my neck, it sets something a little bit and would get off. But the people at Medical Guardian are really nice to me. I just have to be careful but I'm happy with it. It's a blessing to people who have falls or are by themselves.","Original review: Jan. 24, 2015"
"Steve of Herndon, VA","The thing with Medical Guardian is they're great -- everything they said was the way it was. I actually asked Medical Guardian, ""Everybody talks about their strength. What is your weaknesses? Where are you lacking?"" I was pretty honest and talked about what if you replace something? I learned they don't do a net refund. They'll charge you for the new one until you return the old one and then you get a refund service with the last year. And it was nice because the other groups would say, ""Oh, we're perfect."" No one is perfect.","Original review: Jan. 23, 2015"
"F. of Ok, OK","My mother is 91 years old and lives alone. Prior to using Medical Guardian she had another medical alert service but she discontinued it because of the cost last year and I just decided it was worth it to me to absorb the cost myself. So that’s why I went ahead and got Medical Guardian myself. Since using it my mother has always been independent. I think it does make her feel safer when she’s outside, away from the monitoring device. Because she was always a little bit nervous when she was out with her flowers. ","Original review: Jan. 23, 2015"
"Brien of Phoenix, AZ","My mother needed Medical Guardian mostly because of the fall protection. I don’t live near her but what she told me, she feels more secure about being on the yard. She wears it around her neck and wears it all the time. She feels comfortable with it on. The lady that helped us was great and answered all my questions, gave me number to call if I had any questions and direct me to her letting me feel good about it. Overall experience was excellent and you could use it away from the home. It is great.","Original review: Jan. 22, 2015"
"S. of Il, IL","It’s been a very nice experience with Medical Guardian. I accidentally hit it one day and everything went off. It scared me to death, but then it calmed down. They’re responsive and very professional. They did everything very well so I’m satisfied.","Original review: Jan. 21, 2015"
"Mary Lou of Atlanta, GA","Medical Guardian has been wonderful and very, very helpful. Jason and Terry are wonderful. They really know what they’re doing. I love the talk and their people have been so attentive to me. I’m 82 and they’re making my life much better.","Original review: Jan. 20, 2015"
"Tom of Minneapolis, MN","My mother-in-law is 89 years old and Medical Guardian seemed like a sensible, prudent thing to do. When I first called to secure the device, they didn't have one in stock, so they sent me one of their affiliated companies' device. It was disconcerting since from our research, we really wanted to go with Medical Guardian. So we ended up sending that device back. But they sent another one and certainly made up for it. My mother-in-law put it to work and it's doing great. She’s happy to have it and uses it all the time. She really enjoys the security that it seems to bring to her when she's out and about.","Original review: Jan. 20, 2015"
"Renato of Baltimore, MD","My mother had a stroke and sometimes she's being left alone in the house. She needs a Medical Guardian to make sure that she can get help in case of emergency; that she would have something to use. Now she's a little bit more confident that she can be left alone. The device is comfortable for her all the time, whatever she's doing. The first time we used it, it was an emergency. The people were responsive and very professional. It is a great device that can help people who are in need of emergency and it's always there when you need them.","Original review: Jan. 18, 2015"
"Manti of San Saba, TX","I keep the Medical Guardian on and I'm happy that I have it in case I need it. I'm 76 years old and I live by myself. Sometimes, when I go outside, I'm afraid I'll fall down and nobody will know about it or nobody can get to me. Sometimes I suffer with high blood pressure or medication makes me dizzy and I'm afraid I might have a fainting spell. I find it comfortable to wear and I am very sure of myself with it. I feel like I have some backup. My family, my children, was really happy that I got it. I've got both the wrist and the neck rope. I wear it to bed and take it to sleep. I would recommend it to whoever lives alone. It's reassuring.","Original review: Jan. 3, 2015"
"Shirley of West Palm Beach, FL","I accidentally rang the Medical Guardian device and they answered me on the phone. I was taking off a blouse and forgot to take it off. So far, I thank God that I haven't fallen. I didn't know how to put it together at first and had to hire somebody to put it together for me. It works fine. I would absolutely recommend to a friend anytime.","Original review: Dec. 31, 2014"
"Catherine of Oklahoma City, OK","I'm 80 years old. I live with my daughter and when they're gone, they don't feel like I'm safe to be alone without something to alert them if something happens to me so we got the Medical Guardian. My daughter and son-in-law did all the talking with them. I feel more secure now when they're gone. However, I'm allergic to the rubber on the wrist one and it doesn't work too well. It causes break outs on my wrist. Other than that, it's been a good experience.","Original review: Dec. 28, 2014"
"Edward of Kansas City, MO","Medical Guardian is slow. I used it one time and it’s a good thing I wasn’t on cardiac arrest. I’m 78 years old - I fall quite often and I can’t get up. I pushed the button, they answered and we told them what the problem was. I didn’t really time them as to how long, but it seemed like it took a long time for the ambulance to get here. But I wear it in my wrist and I have more independence, so overall it's good. ","Original review: Dec. 24, 2014"
"Roy of Roanoke, VA",Received the unit and it did not work. Asked to have a prepaid return shipping label sent to me. They do not send out return prepaid shipping labels. If you have a problem you are on your own. Don't expect any help from this company. There are other companies that have this type of service but they take care of their customers. Stay away from this company.,"Original review: Dec. 23, 2014"
"Ardella of Columbia, MI","I had knee surgery and my children gave me a Medical Guardian device because they felt that I needed it. I never spoke with any of the people but my daughter did, and she said they were very helpful. The medical alert button is fine and comfortable.","Original review: Dec. 21, 2014"
"V. of Ca, CA","I needed a medical alert device because I fell a lot. I fell outside my yard, slipped over the concrete where it comes up over my walkway. Then I fell out on my back porch because of my grandkids. They put all of the chairs at my backdoor and when I turned I didn't look down, I was looking at my grandson and when I turned my legs got caught in my chair and it threw me. When came out, I turned right and my leg got hooked up in there and it threw me and I broke my arms. Smashed them on the concrete. Then I fell in my bathroom twice. I went down and I blacked out.","Original review: Dec. 20, 2014"
"Betty of Erie, PA",The Medical Guardian service seems to be alright. I don't have any problems with it at this point in time. My son handles most of the details and he comes nearly every day to check on me to see if I'm okay and if everything's going alright with my health condition and my heart. Everything seems to be in order. The medical alert device is comfortable to wear and easy to use. I would recommend it to a friend.,"Original review: Dec. 20, 2014"
"Bertha of Boise, ID","When my husband does the shopping, when he goes to town, etc. I have to be here alone, and it's scary. But now that I have Medical Guardian I am more relaxed, I feel a little more secure when he goes to town and does things. Also, it's pretty easy to use. But I don't like to wear the wrist one when I'm washing dishes or doing anything. I don't wear it when I have to do my housework because I'm afraid I'll accidentally push it.","Original review: Dec. 18, 2014"
"Corinne of Reading, PA","I fell off a step stool and my daughter had a fit and decided to get me a medical alert service. I wear the Medical Guardian's bracelet all the time, even to bed at night. The only thing I couldn't understand, I thought I can talk into the bracelet, and I don't. I talk into that other machine. But if I fall down the cellar steps how are they going to hear me up there? The medical button is comfortable to wear but I haven't tried it yet. I'm trying to be careful not to fall. So far it's all right and I'm satisfied.","Original review: Dec. 17, 2014"
"Carole of Las Vegas, NV",I got Medical Guardian because my balance is way off. I fall very easily and didn't want my daughter to be worried about it every time she walked out of the house. It was easy to get and it's good that it's there. I hardly even think about it.,"Original review: Dec. 16, 2014"
"Monica of Clevland, OH","I have multiple sclerosis. I recently had a fall and was at home alone. The fall prompted me to think maybe I needed some device where I could alert a proper authority or even a family member if I needed to. I did debate between two alert systems because I talked to the representative from a different company prior to having any conversation with Medical Guardian and several times after I had made the purchase, I did reach out to Medical Guardian and every representative that I spoke with were very helpful and informative, answering my questions so I've been very pleased with my decision to go with them. So far I have found it easy to use but I really don't like it having something on my arm all the time. It's a matter of personal preference.","Original review: Dec. 15, 2014"
"Catherine of Kansas City, KS","So far, I don't like it at all because this damn machine stands here with a light on all night. Second, I don't feel that it is adequate for my needs because it has to cover within a certain square footage of the house. I don't stay in my house all the time. I want to cancel the coverage before my next payment comes due.","Original review: Dec. 14, 2014"
"Jan of Columbia, SC","My daughter ordered Medical Guardian for me. I have to wear it around my neck which I don't like to do too much but the button is easy to use. However, it seems to take long for them to respond when I push it. I thought it would be instant but it's not.","Original review: Dec. 13, 2014"
"S. of Mn, MN","My Medical Guardian is okay but I don't like the cord that is around my neck. It's so long and a nuisance to try to shorten it and if I can possibly get someone to put it on a chain for me, then that would be better. The only reason I decided to have it is for safety's sake, in case of an emergency, if I should fall, being that I'm alone by myself because I'm 89 years old. I'm in very good health and active. I'm up and down stairs and I climb on my step stool up into cupboards. I take care of my house myself and I'm in good shape and I even shovel a little bit of snow out the back so the dogs can get down the stairs to get outside. I'm in a good sized house here and I'll never know when I might have a fall. I was planning to send it back and talked to the salesman and was put on hold and then was transferred to Valerie ** and she was very nice to talk with. I'll keep it right now. I was told if I wasn't satisfied, I can always return it.","Original review: Dec. 12, 2014"
"E. of Tx, TX",I needed a medical alert service because of possible falls. The people from Medical Guardian were good. The alert button is okay but I don't like the wrist band. It's bulky and I'm going to change it. ,"Original review: Dec. 11, 2014"
"Margie of Des Moines, IA","Matthew has trouble walking, scoliosis and an aneurysm in his heart. They thought it would be a good thing for him to have the Medical Guardian for his safety. He carries it all the time on him and has been told that if he has problems to just push that. I called somebody when I had it activated and also talked to the representative named Robert who said that if I needed anything, to call him. So far we haven’t had to use it, but I would recommend it to other people. It’s a good program.","Original review: Dec. 10, 2014"
"Susan of Spokane, WA",My mother is an elderly and she's alone a part of the time and her balance is not great that’s why she had the Medical Guardian. But we didn't use it. The unit didn't work and the service was terrible. They took forever to respond and then they didn't reset the unit. We've returned it. Poor and absolutely ridiculous. I was completely dissatisfied.,"Original review: Dec. 9, 2014"
"P. of Ny, NY","I haven’t used it at all but yesterday I said, “I should really test this,” which I did. I pushed the test button. EMTs came so I did it correctly. All the representatives were wonderful. The only thing that I was very adamant about is I don't want a DNR and they said that they would put that in their records.","Original review: Dec. 8, 2014"
"Sally of Lynbrook, NY","My parents had a medical condition - they were falling and then my mother fractured something so I ordered the medical alert device. My parents had difficulty hooking it up and when I spoke to the representative over the phone, everybody said it was very easy. They weren't able to do it on their own so they had to have someone come in and do it for them. But it's comfortable as far as they don't realize that it's on anymore. We're satisfied.","Original review: Dec. 8, 2014"
"Ethel of Albany, NY","I just had it for a couple of weeks. After I got it, I called and the woman put me through what to do to set it up. She was very professional but there were a couple complications. On the top of the thing, the light is supposed to be green and she couldn't get it to come to green. It's white. She had a lot of trouble with that.","Original review: Dec. 7, 2014"
"Evelyn of Erie, PA","I love Medical Guardian. I have the door lock on the outside which I like. You can have one inside but if people can’t get inside to get to you, you might as well not have any. That’s the reason I waited to see something like this come up. Now, I’ve been wearing mine for a good month and I have already recommended Medical Guardian to my friends. ","Original review: Dec. 5, 2014"
"G. of Nj, NJ","Luckily, we haven't had to use the Medical Guardian alert device. I was the one that actually purchased it when she fell down. She's fine with it and feels more independent and has fewer worries knowing that she can contact someone. Everyone was friendly and our experience interacting with the team was very good. We already recommended them to a couple of people.","Original review: Dec. 3, 2014"
"Peter of Port St. Lucie, FL","I needed a medical alert device because I'm getting old. So wherever I am, if something happens, I can reach them. Before using Medical Guardian, I haven’t used another medical alert service, but since using it, I haven’t felt more secure. Also, I had a lot of trouble at the beginning. Their customer service was atrocious to say the least. I couldn't get through them and the agent who sold it to me kept saying to me, ""Call me first, don't call the company,"" but that was a little unusual. ","Original review: Dec. 1, 2014"
"Martin of Boston, MA","I decided to get the Medical Guardian alert system because I have vertigo and I'm subject to falling. So far, I haven't used it yet but it's there on the event that I should fall and I'm alone. But the watch fell off. I simply unlocked my wrist and it seems one of the pins got loose or something. I haven't actually put it on for several days and I have a unit that's not working. ","Original review: Nov. 30, 2014"
"David of Baltimore, MD","My father had something previously but it only covered him in the house and he's still an active person who needed coverage outside of the house. We got the other device from the hospital in Roswell. When we expressed our concerns with the coverage from that device, they suggested that we contact Medical Guardian. Now with the Guardian alert device, my dad feels far more comfortable leaving the house and doing what he normally does because he knows he has protection. It has been a good thing for him and has increased his independence. He gets to charge it at night and just carries it with him. It's part of his routine now which is good. It's pretty comfortable and easy for him to use and I've heard no complaints. Everything was great. I appreciate the independence that it is allowing my dad to have. We would recommend Medical Guardian. It would be nice though if they would have some kind of technology that would indicate if somebody has fallen and that his position has shifted dramatically and somebody could get help. ","Original review: Nov. 29, 2014"
"Tracy of Virginia Beach, VA","I have Asthma, COPD and emphysema. I tried to get another medical alert device but I thought they overcharged me. I got a better plan going with Medical Guardian at a  reasonable rate. I feel safer having it. I don’t have any problem worrying about calling 911 on the regular phone. I can just push the button. It's great with the GPS tracking and a good system. I ordered, paid, and it came the next day. They get right to the point. You call them, and on the same day they're on the phone. Everybody in the team is polite and gives me the information I need.","Original review: Nov. 26, 2014"
"Wanda of Clarksville, TN","I haven't had Medical Guardian for that long but it's been very good. I haven't had to use it for an emergency, which is good. But my husband passed away and I live out in the country and I'm kind of isolated. I go out to the barn and different places so I wanted something that if I did have an accident, they could track me. So I went to this one because it has the GPS.","Original review: Nov. 26, 2014"
"Anna Mae of Tulsa, OK","When the Medical Guardian team calls, they have us push the button to see if it’s working. I live by myself so I need a medical alert device. I just want to be cautious. I wear the necklace and then the bracelet at night. Thank goodness I haven’t had to use the alert button. When wintertime comes and there’s snow on the ground or something, then I may have to use it.","Original review: Nov. 25, 2014"
"Dorothy of Sioux Falls, SD","Everything has been fine with Medical Guardian so far, except that I was told it would reach a certain distance without carrying the base unit, but it doesn't work for me. I can't walk to the mailbox without taking it along, which is fine.","Original review: Nov. 25, 2014"
"Beverly of Columbia, SC","I needed a medical alert device because my blood pressure bottoms out and I pass out, and I have fallen and gotten hurt several times. We have used another alert system for a while but it only worked in the homes and I wanted something mobile that I could carry with me so I had something on me all the time. So I got the Medical Guardian medical alert device. I wear it around my neck all the time. I was gonna call and ask about the bracelet though because sometimes at night it gets wrapped around my neck and it almost chokes me. But since using it, I get the peace of mind knowing it's there if I need it. Everything has been fine. I've pushed the button a couple times by accident and the Medical Guardian team answered very quickly and were very nice about it. They were helpful and answered all my questions. It's been a great experience. I would recommend Medical Guardian.","Original review: Nov. 24, 2014"
"Dorothy of Exton, PA","I have it for security reasons, that's the way my family feels. I live with my daughter and her husband and they talked me into getting Medical Guardian because my daughter works. She's gone during the day, so is my son-in-law, and I'm here in the house by myself. I haven't had to use it yet but I feel secure with having it and God forbid if something happens, I know that they would do the best they could and get here as fast as they could since I'm here by myself until about 5:30. ","Original review: Nov. 24, 2014"
"Jane of Beverly, MA",Was told by sales person that the Med Guardian detect falls. Learned after billing and after receiving equipment that the information was not true. Was told I would receive a return label and that the account would be reimbursed. Label has not arrived.,"Original review: Nov. 24, 2014"
"V. of Va, VA","I've had a very good experience with Medical Guardian. I only got it because my neighbors insisted that I get it. I'm living alone and my balance is not really good. So if I fell, I needed to know that I could get in touch with somebody. There was one time when I accidentally set the alarm off when I was in a restaurant and did not know that I had set it off. I was very pleased to know that the paramedics arrived and that it works just beautifully. I don't mind wearing the watch or the necklace but I don't like having to carry the other thing with me. I also don't like the necklace which I ordered first because it interferes if you want to wear jewelry around your neck. I wanted to get the watch and did have a little trouble getting a contact to do that. ","Original review: Nov. 23, 2014"
"Christine of Corpus Christi, TX","I wear the device all the time. I got bulging discs and it goes to my legs and makes my legs hurt real bad, I walk half bent over. The kids were worried about leaving me by myself so I wear it. Since I had Medical Guardian, they don't call me that often. They were worried about me and they would call me every 30 minutes. Having it also makes me more careful because I don't want to fall somewhere and not be able to call them. You kind of watch your steps closer because I have fallen three or four times. It is a good thing. We tested it and the button works. I had a good experience using it. ","Original review: Nov. 23, 2014"
"J. of Ma, MA","I wasn’t happy when Medical Guardian took the payment out without letting me know. Whoever took that payment out at the time screwed up my whole checkbook. I had a few checks that bounced because I wasn’t expecting to pay it until after the first. I had called and talked to this guy and he was rude. “Well what do you expect?” he said. Then he said “When you gave us all your information, what did you think?” I have several other bills that have all my information and I still call them to let them know about the payment. They don’t take it out on their own. When I first called Medical Guardian, this guy was very nice and naturally he wanted to make the sale. But now he turned me off over this payment. And I said, “No I don’t need it.” I have a cell phone and a house phone, so I said “I’m going to send it back.” I haven’t done it yet but I am going to.","Original review: Nov. 22, 2014"
"Cheryl of Tulsa, OK","Our Medical Guardian is doing fine. My husband has neuropathy in his legs and he falls easily. Neither one of us like wearing the wristband. I thought it was just going to be a band but we both are older and it irritates our skin. But other than that, there's no problem. We had a good experience with their team when I set it up. They are very friendly and very helpful. ","Original review: Nov. 22, 2014"
"Nancy of Reno, NV","I ordered the fall detection for my mom. My mom has a pacemaker. The fall detection device has a battery in it. With the pacemaker my mom has, she can't wear anything with a battery that close to her heart. I called and said I was sending it back. I was given an address in Delaware to send it to. Then a few days later a man called to find out why the device hadn't been activated. I told him I had returned the device and why. He said ""yes, your right it shouldn't be used with a pacemaker"". He told me that is one of the questions they ask. I ordered online and that was not a question I was asked. ","Original review: Nov. 21, 2014"
"Janet of Saint Petersburg, FL","I had a stroke. At first I thought I've got to get something and that's why I got the Medical Guardian. I was paralyzed on my left side and it all came back. I'm doing fine now. I'm barely aware that I have this system but it's there in case something happens and I need it. I have the monitor in my bedroom and the thing that goes around your neck is in my kitchen. The wristwatch is attached to my bed. If I ever need them, then I'll use them. I have no complaint as I haven't had to use it yet. ","Original review: Nov. 21, 2014"
"Karen of Albuquerque, NM",Beatrice and me live together but sometimes we're not together in the house. She'll be home alone and I'll be off running around or I'll be at home alone and she'll be off running around. So we figured we better have Medical Alert device especially since Beatrice has fallen several times. I have the watch and she has the pendant. It doesn't bother us at all. The worry is gone. ,"Original review: Nov. 20, 2014"
"Mary Sue of Tulsa, OK","I saw Medical Guardian on TV and thought that would be a good thing. Since using it, I feel safer. Their team is real good. The medical alert button makes you feel like you have something if something were to happen to you. I really like it and I’m glad I got it. I’d recommend it to anybody.","Original review: Nov. 19, 2014"
"Donald of Belleville, IL","I've got bad legs and use a walker. I collapsed at work in April and had to be taken to the VA. My right leg isn't good yet so when I get up, I have awful trouble standing. But other than that, I don't like to go outside because I got to hang on to everything. Medical Guardian is the only thing with that little microphone thing. It's a pain running around with it but it's alright. I got a fall pendant that is okay but most of the time I forget to move it when I need to. The other one I had a better, louder speaker on it and you didn't have to move it around so much. Ii was one which you plug in the wall and you can't take it out of the house and that's why I switched to the Medical Guardian. It's just that I've got several spots in my house that unless I take that microphone with me, they can't hear me. When I am using my bathroom, they don't hear me that well. I took off the pendant and the thing went off. The microphone went off and they got to call me because they couldn't hear me and they can't turn it up. That's the only problem with it.","Original review: Nov. 19, 2014"
"Ronald of Gainesville, FL",I got a Medical Guardian because I'm 77 years old and I live alone. I've been carrying it around. Fortunately I have not been able to need to have to do the alarm. I do the test on it to make sure it's working every 18th of the month. The primary reason I took it is that I can carry the base in the carrier and they're with me when I'm driving; I always have my GPS location. Everything has worked real fine and I haven't had any problems with it at all.,"Original review: Nov. 18, 2014"
"Willie of Jackson, MS","I had a heart attack and I had open-heart surgery. My blood pressure has been unstable and I take blood pressure pedals. When I was at the hospital, my heart rate dropped down to like in the 40 and then the nurse comes in there twice because they dropped down into the 30. So I tried to get back up. But my blood pressure was like 90 over something, 80 over 40. It was just a big mess. I have one bypass and I had a stent put in one of my arteries. So one of my arteries is completely blocked up to my heart. They kept me overnight for observation. They hooked up the heart monitor. ","Original review: Nov. 17, 2014"
"S. of Ca, CA","We haven't had to use our Medical Guardian, fortunately. Their team was very, very helpful in setting up the system. We've had it for a couple of months and test it once a month. I'd recommend them to others.","Original review: Nov. 17, 2014"
